Unnamed: 0,MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
103,20,94.0,10402,2,3,1,1,7,5,2009,2009,1,1,1,1,2,0.0,1,1,1,1,0,1226,1226,1226,0,1226,2,0,3,1,1,6,1,0,1,2009.0,1,3,740,1,1,1,0,36,0,0,0,0,0,5,2010,1,1,198900
104,50,1978.5061638868744,7758,1,3,14,1,7,4,1931,1950,1,1,10,9,1,600.0,1,2,1,1,224,816,1040,1226,592,1818,1,1,4,1,2,7,1,2,2,1951.0,2,1,240,1,1,1,0,0,0,0,184,0,0,6,2007,1,1,169500
105,60,75.0,9375,1,1,6,1,8,5,2003,2004,2,1,1,1,1,768.0,1,3,1,1,0,1053,1053,1053,939,1992,2,1,3,1,1,9,1,1,1,2003.0,1,2,648,1,1,1,140,45,0,0,0,0,0,8,2008,1,1,250000
106,30,60.0,10800,1,1,8,1,4,7,1885,1995,4,1,1,1,2,0.0,3,5,1,1,0,641,641,1047,0,1047,1,0,2,1,2,6,1,0,2,1954.0,2,1,273,2,2,2,0,0,0,0,0,0,450,8,2007,1,1,100000
107,20,50.0,6000,1,1,8,1,5,5,1948,1950,1,1,1,1,2,0.0,2,2,1,1,104,516,789,789,0,789,1,0,2,1,2,5,1,0,2,1948.0,2,1,250,1,1,1,0,0,0,0,0,0,0,4,2008,1,3,115000
108,50,85.0,8500,1,3,14,1,5,7,1919,2005,1,1,7,7,2,0.0,2,2,1,1,0,793,793,997,520,1517,2,0,3,1,4,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,144,0,0,0,0,8,2007,1,1,115000
109,20,105.0,11751,2,1,7,1,6,6,1977,1977,2,1,8,5,1,480.0,2,1,1,1,705,1139,1844,1844,0,1844,2,0,3,1,2,7,1,1,1,1977.0,1,2,546,1,1,1,0,122,0,0,0,0,0,1,2010,3,1,190000
110,50,75.0,9525,1,1,16,1,6,4,1954,1972,1,1,3,6,2,0.0,2,2,4,1,444,550,994,1216,639,1855,2,0,4,1,2,7,1,0,1,1954.0,2,1,325,1,1,1,182,0,0,0,0,0,0,10,2006,1,1,136900
111,80,1978.5061638868744,7750,2,1,18,1,7,5,2000,2000,1,1,1,1,2,0.0,1,1,1,1,250,134,384,774,656,1430,2,1,3,1,2,7,1,1,3,2000.0,3,2,400,1,1,1,180,0,0,0,0,0,0,4,2010,1,1,180000
112,60,77.0,9965,1,1,1,1,7,5,2007,2007,1,1,1,1,3,220.0,1,3,1,4,984,280,1264,1282,1414,2696,2,1,4,1,3,10,1,1,3,2007.0,3,3,792,1,1,1,120,184,0,0,168,0,0,10,2007,2,3,383970
113,20,1978.5061638868744,21000,1,3,3,1,6,5,1953,1953,2,1,3,6,1,184.0,2,1,1,3,35,905,1809,2259,0,2259,2,0,3,1,1,7,1,2,6,1953.0,2,2,450,1,1,1,166,120,192,0,0,0,0,10,2007,3,2,217000
114,70,61.0,7259,2,1,3,1,6,8,1945,2002,3,1,3,6,2,0.0,2,2,1,1,774,104,1028,1436,884,2320,2,1,3,1,1,9,1,1,2,1945.0,2,1,180,1,1,1,224,0,0,0,0,0,0,7,2007,1,1,259500
115,160,34.0,3230,1,3,6,4,6,5,1999,1999,1,1,2,2,1,1129.0,1,1,1,1,419,310,729,729,729,1458,2,1,2,1,2,5,1,1,2,1999.0,2,2,440,1,1,1,0,32,0,0,0,0,0,6,2007,1,1,176000
116,20,1978.5061638868744,11616,1,1,10,1,5,5,1962,1962,1,1,3,6,1,116.0,2,2,1,1,170,252,1092,1092,0,1092,1,0,3,1,2,6,1,1,1,1962.0,2,1,288,1,1,1,0,20,144,0,0,0,0,9,2009,1,1,139000
117,20,74.0,8536,1,3,16,1,5,5,2006,2007,1,1,1,1,2,0.0,1,1,1,1,0,1125,1125,1125,0,1125,1,1,2,1,2,5,1,0,1,2007.0,2,2,430,1,1,1,80,64,0,0,0,0,0,4,2007,2,3,155000
118,60,90.0,12376,1,3,13,1,7,5,1990,1990,2,1,8,5,2,0.0,1,1,1,3,1470,203,1673,1699,1523,3222,3,0,5,1,1,11,1,2,1,1990.0,2,3,594,1,1,1,367,0,0,0,0,0,0,5,2010,1,1,320000
119,60,65.0,8461,1,1,1,1,6,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,0,728,728,728,728,1456,2,1,3,1,1,8,1,1,1,2005.0,3,2,390,1,1,1,0,24,0,0,0,0,0,7,2006,2,3,163990
120,80,1978.5061638868744,21453,2,4,20,1,6,5,1969,1969,5,3,8,5,2,0.0,2,2,1,2,938,0,938,988,0,988,1,0,1,1,2,4,1,2,1,1969.0,2,2,540,1,1,1,0,130,0,130,0,0,0,10,2006,1,1,180000
121,50,50.0,6060,1,1,14,1,4,5,1939,1950,1,1,9,10,2,0.0,1,2,1,1,0,732,732,772,351,1123,1,0,3,1,2,4,1,0,2,1979.0,2,1,264,1,1,3,0,0,140,0,0,0,0,6,2007,1,1,100000
122,20,75.0,9464,1,3,12,1,6,7,1958,1958,2,1,2,2,1,135.0,2,2,1,1,570,510,1080,1080,0,1080,1,0,3,1,2,5,1,0,1,1958.0,2,1,288,1,1,1,0,0,0,0,130,0,0,6,2008,1,1,136000
123,120,55.0,7892,1,1,13,4,6,5,1993,1993,1,1,8,5,2,0.0,1,1,1,1,300,899,1199,1199,0,1199,2,0,2,1,1,5,1,0,1,1993.0,1,2,530,1,1,1,0,63,0,0,0,0,0,3,2008,1,1,153900
124,20,48.0,17043,2,4,7,1,6,5,1979,1998,1,1,4,4,2,0.0,2,1,4,1,0,1362,1362,1586,0,1586,2,0,3,1,2,7,1,1,1,1979.0,2,2,435,1,1,1,192,0,0,0,0,0,0,1,2009,1,1,181000
125,190,60.0,6780,1,1,14,2,6,8,1935,1982,1,1,3,6,2,0.0,2,2,1,4,490,30,520,520,0,754,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,2,53,0,0,0,0,0,0,6,2006,1,1,84500
126,120,1978.5061638868744,4928,2,1,21,4,6,5,1976,1976,1,1,8,5,2,0.0,2,1,1,1,120,958,1078,958,0,958,2,0,2,1,2,5,1,1,1,1977.0,1,2,440,1,1,1,0,205,0,0,0,0,0,2,2007,1,1,128000
127,45,55.0,4388,2,1,8,1,5,7,1930,1950,1,1,6,6,2,0.0,3,2,1,1,116,556,672,840,0,840,1,0,3,1,2,5,1,1,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,6,2007,1,1,87000
128,60,69.0,7590,1,1,12,1,6,5,1966,1966,1,1,1,1,1,266.0,2,2,1,1,512,148,660,660,688,1348,1,1,3,1,2,6,1,1,1,1966.0,1,2,453,1,1,1,188,108,0,0,0,0,0,7,2006,1,1,155000
129,20,69.0,8973,1,1,12,1,5,7,1958,1991,1,1,8,5,1,85.0,2,2,1,1,567,413,1008,1053,0,1053,1,1,3,1,3,6,1,0,7,1998.0,1,2,750,1,1,1,0,80,0,180,0,0,0,7,2006,1,2,150000
130,60,88.0,14200,1,3,12,1,7,6,1966,1966,1,1,2,2,1,309.0,2,2,1,1,445,479,924,1216,941,2157,2,1,4,1,1,8,1,2,1,1966.0,3,2,487,1,1,1,105,66,0,0,0,0,0,5,2006,1,1,226000
131,60,1978.5061638868744,12224,2,3,18,1,6,5,2000,2000,1,1,1,1,1,40.0,1,1,1,1,695,297,992,1022,1032,2054,2,1,3,1,1,7,1,1,3,2000.0,1,2,390,1,1,1,24,48,0,0,0,0,0,7,2009,1,1,244000
132,20,75.0,7388,1,3,12,1,5,6,1959,2002,1,1,2,2,2,0.0,2,2,1,1,405,658,1063,1327,0,1327,1,0,3,1,1,7,1,0,2,1974.0,2,2,624,1,1,1,0,0,0,0,0,0,0,7,2007,1,1,150750
133,20,1978.5061638868744,6853,2,1,17,1,8,5,2001,2002,1,1,1,1,1,136.0,1,3,1,1,1005,262,1267,1296,0,1296,2,0,2,1,1,6,1,0,1,2001.0,3,2,471,1,1,1,192,25,0,0,0,0,0,6,2009,1,1,220000
134,20,78.0,10335,2,1,10,1,5,6,1968,1993,1,1,8,5,2,0.0,2,2,1,1,570,891,1461,1721,0,1721,2,1,3,1,2,7,2,1,1,1968.0,1,2,440,1,1,1,0,96,180,0,0,0,0,7,2006,1,1,180000
135,20,80.0,10400,1,1,7,1,7,6,1970,1970,2,1,8,5,1,288.0,1,2,1,1,0,1304,1304,1682,0,1682,2,0,3,1,2,7,1,1,1,1970.0,2,2,530,1,1,1,98,0,0,0,0,0,0,5,2008,1,1,174000
136,20,1978.5061638868744,10355,2,3,12,1,5,5,1967,1967,1,1,2,2,1,196.0,2,2,1,1,695,519,1214,1214,0,1214,2,0,3,1,2,5,1,1,1,1967.0,1,1,318,1,1,1,0,111,0,0,0,0,0,7,2007,1,1,143000
137,90,82.0,11070,1,1,5,3,7,5,1988,1989,1,1,1,1,1,70.0,2,2,1,1,0,1907,1907,1959,0,1959,3,0,5,2,2,9,1,0,7,1989.0,2,3,766,1,1,1,0,0,0,0,0,0,0,7,2006,1,6,171000
138,60,73.0,9066,2,1,1,1,8,5,1999,2000,1,1,1,1,1,320.0,1,1,1,3,668,336,1004,1004,848,1852,2,1,3,1,1,7,1,2,1,1999.0,3,3,660,1,1,1,224,106,0,0,0,0,0,12,2008,1,1,230000
139,60,65.0,15426,2,1,1,1,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,1,821,107,928,928,836,1764,2,1,3,1,1,7,1,0,1,1997.0,1,2,470,1,1,1,276,99,0,0,0,0,0,8,2009,1,1,231500
140,20,70.0,10500,1,2,12,1,4,5,1971,1971,1,1,4,4,2,0.0,2,2,1,1,432,432,864,864,0,864,1,0,3,1,2,5,1,1,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2010,5,1,115000
141,20,78.0,11645,1,1,1,1,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,4,1300,434,1734,1734,0,1734,2,0,3,1,1,7,1,0,1,2005.0,3,2,660,1,1,1,160,24,0,0,0,0,0,1,2006,1,1,260000
142,50,71.0,8520,1,3,12,1,5,4,1952,1952,1,1,5,6,2,0.0,2,2,1,1,507,403,910,910,475,1385,2,0,4,1,2,6,1,0,2,2000.0,2,2,720,1,1,1,0,0,0,0,0,0,0,6,2010,1,1,166000
143,20,78.0,10335,2,1,1,1,7,5,1999,1999,1,1,1,1,1,183.0,1,1,1,2,679,811,1490,1501,0,1501,2,0,3,1,1,6,1,0,1,1999.0,1,2,577,1,1,1,144,29,0,0,0,0,0,6,2009,1,1,204000
144,90,70.0,9100,1,1,10,3,5,5,1963,1963,1,1,4,4,1,336.0,2,2,1,1,1332,396,1728,1728,0,1728,2,0,6,2,2,10,1,0,2,1963.0,2,2,504,1,1,1,0,0,0,0,0,0,0,11,2006,5,2,125000
145,160,24.0,2522,1,1,16,5,6,5,2004,2006,1,1,1,1,3,50.0,1,1,1,1,0,970,970,970,739,1709,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,1,1,1,0,40,0,0,0,0,0,4,2006,1,1,130000
146,30,51.0,6120,1,3,9,1,5,7,1931,1993,1,1,3,6,2,0.0,3,2,1,1,209,506,715,875,0,875,1,0,2,1,2,5,1,0,2,1931.0,2,1,180,2,1,1,48,0,0,0,0,0,0,11,2009,1,1,105000
147,60,1978.5061638868744,9505,2,4,18,1,7,5,2001,2001,1,1,1,1,1,180.0,1,1,1,1,0,884,884,884,1151,2035,2,1,3,1,1,8,1,1,3,2001.0,3,2,434,1,1,1,144,48,0,0,0,0,0,5,2010,1,1,222500
148,20,63.0,7500,1,1,13,1,7,5,2004,2005,1,1,1,1,1,120.0,1,1,1,1,680,400,1080,1080,0,1080,1,0,3,1,1,6,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2008,1,1,141000
149,50,1978.5061638868744,6240,1,1,9,1,5,4,1936,1950,1,1,2,2,2,0.0,3,1,1,1,0,896,896,896,448,1344,1,0,3,1,2,7,1,0,2,1936.0,2,1,240,2,1,1,200,114,0,0,0,0,0,4,2006,1,1,115000
150,20,120.0,10356,1,3,1,1,5,6,1975,1975,1,1,4,4,2,0.0,2,2,1,4,716,253,969,969,0,969,1,1,3,1,2,5,1,0,1,1975.0,2,2,440,1,1,1,0,0,0,0,0,0,0,1,2007,1,1,122000
151,20,107.0,13891,1,1,11,1,8,5,2007,2008,2,1,1,1,3,436.0,1,3,1,2,1400,310,1710,1710,0,1710,2,0,2,1,1,6,1,1,1,2007.0,1,3,866,1,1,1,0,102,0,0,0,0,0,1,2008,2,3,372402
152,60,1978.5061638868744,14803,2,4,7,1,6,5,1971,1971,1,1,4,4,1,252.0,2,2,1,1,416,409,825,1097,896,1993,2,1,4,1,2,8,1,1,1,1971.0,1,2,495,1,1,1,0,66,0,0,0,0,0,6,2006,1,1,190000
153,20,1978.5061638868744,13500,1,1,20,1,6,7,1960,1975,5,1,5,5,2,0.0,2,1,1,2,429,93,1602,1252,0,1252,1,0,1,1,2,4,1,1,1,1960.0,1,2,564,1,1,1,409,0,0,0,0,0,0,3,2008,1,1,235000
154,30,84.0,11340,1,3,8,1,6,5,1923,1950,1,1,3,6,2,0.0,3,2,1,1,0,1200,1200,1200,0,1200,1,0,4,1,2,7,1,0,2,1923.0,2,1,312,2,2,1,0,0,228,0,0,0,0,3,2006,1,6,125000
155,50,60.0,9600,1,3,16,1,6,5,1924,1950,1,1,3,6,2,0.0,3,2,1,1,0,572,572,572,524,1096,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,8,128,0,0,0,0,4,2008,1,1,79000
156,20,60.0,7200,1,1,12,1,5,7,1950,1950,2,1,3,6,2,0.0,2,4,3,5,0,0,0,1040,0,1040,1,0,2,1,2,5,1,0,2,1950.0,2,2,625,1,1,1,0,0,0,0,0,0,0,6,2006,1,1,109500
157,60,92.0,12003,1,3,17,1,8,5,2009,2010,1,1,1,1,1,84.0,1,3,1,1,0,774,774,774,1194,1968,2,1,4,1,3,8,1,1,3,2009.0,3,3,680,1,1,1,0,75,0,0,0,0,0,5,2010,2,3,269500
158,60,100.0,12552,1,3,6,1,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,222,769,991,991,956,1947,2,1,3,1,1,8,1,1,1,2004.0,1,2,678,1,1,1,0,136,0,0,0,0,0,5,2010,1,1,254900
159,60,134.0,19378,2,3,18,1,7,5,2005,2006,1,1,1,1,1,456.0,1,1,1,3,57,1335,1392,1392,1070,2462,2,1,4,1,1,9,1,1,1,2006.0,1,2,576,1,1,1,239,132,0,168,0,0,0,3,2006,2,3,320000
160,20,1978.5061638868744,11120,2,4,2,1,6,6,1984,1984,1,1,8,5,2,0.0,1,1,1,1,660,572,1232,1232,0,1232,2,0,3,1,2,6,1,0,1,1984.0,2,2,516,1,1,1,0,0,0,0,0,0,0,6,2008,1,1,162500
161,60,110.0,13688,2,1,11,1,9,5,2003,2004,1,1,1,1,1,664.0,1,3,1,4,1016,556,1572,1572,1096,2668,2,1,3,1,3,10,1,2,3,2003.0,3,3,726,1,1,1,400,0,0,0,0,0,0,3,2008,1,1,412500
162,20,95.0,12182,1,3,11,1,7,5,2005,2005,1,1,1,1,1,226.0,1,1,1,3,1201,340,1541,1541,0,1541,2,0,3,1,1,7,1,1,1,2005.0,1,2,532,1,1,1,0,70,0,0,0,0,0,5,2010,2,3,220000
163,45,55.0,5500,1,1,8,1,4,6,1956,1956,1,1,2,2,2,0.0,2,2,1,1,0,882,882,882,0,882,1,0,1,1,2,4,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2007,1,1,103200
164,40,40.0,5400,1,3,8,1,6,7,1926,2004,1,1,2,2,2,0.0,3,2,1,3,370,779,1149,1149,467,1616,2,0,3,1,1,5,1,0,2,1926.0,2,1,216,1,1,1,0,0,183,0,0,0,0,10,2007,1,1,152000
165,190,62.0,10106,1,1,16,2,5,7,1940,1999,1,1,3,6,2,0.0,3,2,1,1,351,112,644,808,547,1355,2,0,4,2,2,6,1,0,5,1978.5061638868744,4,0,0,4,3,1,140,0,0,0,0,0,0,9,2008,1,1,127500
166,20,1978.5061638868744,10708,2,1,20,1,5,5,1955,1993,2,1,3,6,2,0.0,2,2,1,1,379,470,1617,1867,0,1867,1,0,2,1,2,7,1,3,1,1955.0,3,1,303,1,1,1,476,0,0,0,142,0,0,11,2009,3,1,190000
167,60,86.0,10562,1,1,11,1,8,5,2007,2007,1,1,1,1,3,300.0,1,3,1,1,1288,294,1582,1610,551,2161,1,1,3,1,3,8,1,1,1,2007.0,3,3,789,1,1,1,178,120,0,0,0,0,0,11,2007,2,3,325624
168,60,62.0,8244,2,1,18,1,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,0,840,840,840,880,1720,2,1,3,1,1,7,1,1,1,2004.0,3,2,440,1,1,1,100,48,0,0,0,0,0,5,2007,1,1,183500
169,20,1978.5061638868744,16669,2,3,17,1,8,6,1981,1981,2,4,8,5,1,653.0,2,1,1,1,0,1686,1686,1707,0,1707,2,1,2,1,2,6,1,1,1,1981.0,1,2,511,1,1,1,574,64,0,0,0,0,0,1,2006,1,1,228000
170,50,1978.5061638868744,12358,2,1,8,1,5,6,1941,1950,1,1,2,2,2,0.0,2,2,1,1,360,360,720,854,0,1382,1,1,2,1,2,7,1,0,2,1991.0,2,2,660,1,1,1,237,0,0,0,0,0,0,5,2007,1,1,128500
171,20,141.0,31770,2,3,12,1,6,5,1960,1960,2,1,5,5,3,112.0,2,2,2,2,639,441,1080,1656,0,1656,1,0,3,1,2,7,1,2,1,1960.0,3,2,528,1,1,3,210,62,0,0,0,0,0,5,2010,1,1,215000
172,160,44.0,5306,2,1,19,4,7,7,1987,1987,1,1,4,4,2,0.0,1,1,2,1,495,354,1064,1064,703,1767,2,0,2,1,1,5,1,1,1,1987.0,1,2,504,3,1,1,441,35,0,0,0,0,0,6,2006,1,1,239000
173,20,80.0,10197,2,1,12,1,6,5,1961,1961,1,1,6,3,4,491.0,2,2,1,1,288,700,1362,1362,0,1362,1,1,3,1,2,6,1,1,1,1961.0,2,2,504,1,1,1,0,20,0,0,0,0,0,6,2008,3,1,163000
174,20,47.0,12416,2,1,17,1,6,5,1986,1986,1,1,1,5,3,132.0,2,1,4,1,1398,0,1606,1651,0,1651,2,0,3,1,2,7,4,1,1,1986.0,3,2,616,1,1,1,192,0,0,0,0,0,0,11,2008,1,1,184000
175,20,84.0,12615,1,3,16,1,6,7,1950,2001,1,1,6,3,2,0.0,2,2,2,4,477,725,1202,2158,0,2158,2,0,4,1,1,7,1,1,1,1950.0,2,2,576,1,1,1,0,29,39,0,0,0,0,6,2007,1,1,243000
176,60,97.0,10029,2,3,20,1,6,5,1988,1989,1,1,8,5,1,268.0,1,1,1,1,831,320,1151,1164,896,2060,2,1,4,1,2,8,1,1,1,1988.0,2,2,521,1,1,1,0,228,0,0,192,0,0,9,2007,1,1,211000
177,50,1978.5061638868744,13650,1,1,10,1,5,5,1958,1958,1,1,2,2,2,0.0,2,2,1,1,57,554,1052,1252,668,1920,2,0,4,1,1,8,1,1,1,1958.0,2,2,451,1,1,1,0,0,0,0,0,0,0,7,2006,1,1,172500
178,20,63.0,17423,2,4,19,1,9,5,2008,2009,2,1,1,1,3,748.0,1,3,1,1,1904,312,2216,2234,0,2234,2,0,1,1,3,9,1,1,1,2009.0,3,3,1166,1,1,1,0,60,0,0,0,0,0,7,2009,2,3,501837
179,30,60.0,8520,1,1,8,1,5,6,1923,2006,1,1,3,6,2,0.0,2,2,1,1,0,968,968,968,0,968,1,0,2,1,2,5,1,0,2,1935.0,2,2,480,2,1,2,0,0,184,0,0,0,0,7,2007,1,1,100000
180,160,1978.5061638868744,2117,1,1,6,5,6,5,2000,2000,1,1,2,2,1,456.0,1,1,1,1,436,320,756,769,756,1525,2,1,3,1,1,5,1,1,2,2000.0,2,2,440,1,1,1,0,0,0,0,0,0,0,6,2007,1,1,177000
181,70,54.0,7588,1,1,3,1,7,6,1920,1950,1,1,10,9,2,0.0,3,5,1,1,352,441,793,901,901,1802,1,1,4,1,2,9,1,1,2,1920.0,2,1,216,2,1,1,0,0,40,0,0,0,0,7,2006,1,1,200100
182,20,60.0,9060,1,1,16,1,5,6,1957,2006,2,1,3,6,1,98.0,1,4,3,5,0,0,0,1340,0,1340,1,0,3,1,2,7,1,1,1,1957.0,1,1,252,1,1,1,116,0,0,180,0,0,0,6,2007,1,1,120000
183,50,63.0,11426,1,1,8,1,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,1362,1362,1362,720,2082,2,1,3,1,1,6,5,0,2,2003.0,2,2,484,1,1,2,280,238,0,0,0,0,0,6,2008,1,1,200000
184,50,92.0,7438,2,1,9,1,5,8,1908,1991,1,1,9,5,2,0.0,1,5,1,1,0,504,504,936,316,1252,1,0,3,1,2,5,1,0,1,1986.0,2,2,576,1,1,1,104,0,0,0,0,0,0,6,2006,1,1,127000
185,75,90.0,22950,3,1,8,1,10,9,1892,1993,1,2,3,6,2,0.0,3,2,1,3,0,1107,1107,1518,1518,3608,2,1,4,1,3,12,1,2,2,1993.0,2,3,840,5,1,1,0,260,0,0,410,0,0,6,2006,1,1,475000
186,80,1978.5061638868744,9947,2,4,5,1,7,5,1990,1991,1,1,4,4,2,0.0,1,1,1,4,611,577,1188,1217,0,1217,2,0,3,1,1,6,1,0,1,1990.0,2,2,497,1,1,1,168,27,0,0,0,0,0,6,2009,1,1,173000
187,50,60.0,10410,1,1,8,1,5,7,1916,1987,1,1,4,4,2,0.0,2,5,1,1,0,660,660,808,704,1656,2,1,3,1,2,8,4,0,2,1916.0,2,1,180,2,2,2,0,0,0,140,0,0,0,8,2009,1,1,135000
188,90,64.0,7018,1,1,13,3,5,5,1979,1979,1,1,8,5,3,275.0,2,1,1,4,1086,0,1086,1224,0,1224,0,2,2,2,2,6,1,2,2,1979.0,2,2,528,1,1,1,120,0,0,0,0,0,0,6,2009,1,5,153337
189,120,41.0,4923,1,1,19,4,8,5,2001,2002,1,1,7,7,2,0.0,1,3,1,4,1153,440,1593,1593,0,1593,1,1,0,1,3,5,1,1,1,2001.0,3,2,682,1,1,1,0,120,0,0,224,0,0,8,2008,1,1,286000
190,70,70.0,10570,1,1,3,1,8,8,1932,1994,2,1,5,8,2,0.0,2,1,2,1,297,556,853,1549,1178,2727,2,1,3,1,1,10,3,2,2,1932.0,2,2,440,1,1,1,0,74,0,0,0,0,0,12,2007,1,1,315000
191,60,1978.5061638868744,7472,2,4,12,1,7,9,1972,2004,1,1,4,4,1,138.0,2,2,1,1,626,99,725,725,754,1479,1,1,4,1,1,7,1,0,1,1972.0,3,2,484,1,1,1,0,32,0,0,0,0,0,6,2007,1,1,184000
192,20,68.0,9017,2,1,1,1,7,5,1999,1999,1,1,1,1,2,0.0,1,1,1,4,560,871,1431,1431,0,1431,2,0,3,1,1,6,1,0,1,1999.0,3,2,666,1,1,1,0,35,0,0,0,0,0,9,2009,1,1,192000
193,160,24.0,2522,1,1,16,5,7,5,2004,2004,1,1,1,1,3,50.0,1,1,1,1,0,970,970,970,739,1709,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,1,1,1,0,40,0,0,0,0,0,5,2006,1,1,130000
194,20,60.0,7180,2,1,1,1,5,7,1972,1972,2,1,4,4,2,0.0,2,2,1,4,390,474,864,864,0,864,1,0,3,1,2,5,1,0,2,1989.0,2,1,352,1,1,1,0,0,0,0,0,0,0,5,2008,1,1,127000
195,160,24.0,2280,1,2,21,5,6,6,1976,1976,1,1,8,11,2,0.0,2,1,1,1,566,289,855,855,601,1456,2,1,3,1,2,7,1,1,1,1976.0,2,2,440,1,1,1,87,0,0,0,0,0,0,7,2009,1,1,148500
196,20,79.0,9416,1,1,6,1,7,5,2007,2007,2,1,7,7,3,205.0,1,3,1,1,1126,600,1726,1726,0,1726,2,0,3,1,3,8,1,1,1,2007.0,3,3,786,1,1,1,171,138,0,0,266,0,0,9,2007,2,3,311872
197,75,174.0,25419,1,3,12,1,8,4,1918,1990,1,1,10,9,2,0.0,1,2,1,1,1036,140,1360,1360,1360,3112,2,0,4,1,1,8,1,1,2,1918.0,2,2,795,1,1,1,0,16,552,0,0,512,0,3,2006,1,2,235000
198,75,92.0,5520,1,3,8,1,6,6,1912,1950,1,1,3,6,2,0.0,2,2,1,1,0,755,755,929,929,2229,1,0,5,1,2,8,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,198,30,0,0,0,0,7,2009,1,2,104000
199,20,76.0,9591,1,1,11,1,8,5,2004,2005,2,1,1,1,1,262.0,1,3,1,4,1088,625,1713,1713,0,1713,2,0,3,1,3,7,1,1,1,2004.0,3,3,856,1,1,1,0,26,0,0,170,0,0,1,2009,1,1,274900
200,20,80.0,8546,1,3,16,1,4,5,2003,2004,1,1,1,1,2,0.0,1,1,1,1,0,1121,1121,1121,0,1121,2,0,2,1,2,5,1,0,1,2003.0,1,2,440,1,1,1,132,64,0,0,0,0,0,3,2010,1,1,140000
201,20,75.0,10125,1,1,5,1,6,6,1977,1977,1,1,8,5,2,0.0,2,2,1,1,641,276,1196,1279,0,1279,2,0,3,1,2,6,1,2,2,1980.0,2,2,473,1,1,1,238,83,0,0,0,0,0,2,2008,1,1,171500
202,50,50.0,7000,1,3,8,1,6,6,1924,1950,1,1,2,2,2,0.0,3,5,1,1,617,0,617,865,445,1310,2,0,2,1,2,6,2,0,1,1924.0,2,1,398,1,1,1,0,0,126,0,0,0,0,5,2006,3,1,112000
203,120,1978.5061638868744,4438,1,1,1,4,6,5,2004,2004,1,1,1,1,1,205.0,1,1,1,4,662,186,848,848,0,848,1,0,1,1,1,3,1,1,1,2004.0,1,2,420,1,1,1,149,0,0,0,0,0,0,1,2008,1,1,149000
204,50,50.0,3500,1,1,8,1,5,7,1947,1950,1,1,9,10,2,0.0,2,2,1,1,312,408,720,720,564,1284,1,1,2,1,2,5,1,0,2,1948.0,2,1,240,1,1,1,0,35,0,0,0,0,0,4,2009,1,1,110000
205,20,99.0,11851,1,3,18,1,7,5,1990,1990,1,1,4,4,2,0.0,1,1,1,1,0,1424,1424,1442,0,1442,2,0,3,1,2,5,1,0,1,1990.0,1,2,500,1,1,1,0,34,0,508,0,0,0,5,2009,1,1,180500
206,20,40.0,13673,2,4,10,1,5,5,1962,1962,1,1,4,4,2,0.0,2,2,1,1,0,1140,1140,1696,0,1696,1,1,3,1,2,8,4,1,1,1962.0,1,1,349,1,1,1,0,30,0,0,0,0,0,3,2007,1,1,143900
207,20,1978.5061638868744,12493,2,1,12,1,4,5,1960,1960,1,1,3,6,2,0.0,1,2,1,1,419,375,1100,1100,0,1100,1,0,3,1,2,6,1,1,1,1960.0,1,1,312,1,1,1,355,0,0,0,0,0,0,4,2008,1,1,141000
208,60,1978.5061638868744,14364,2,1,13,1,7,5,1988,1989,1,1,8,5,1,128.0,2,1,1,2,1065,92,1157,1180,882,2062,2,1,3,1,2,7,1,1,1,1988.0,3,2,454,1,1,1,60,55,0,0,154,0,0,4,2007,1,1,277000
