,Unnamed: 0,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
129,129,20,69.0,8973,5,7,1958,1991,1,1,8,5,1,85.0,2,2,1,1,567,413,1008,1053,0,1053,1,1,3,1,3,6,1,0,7,1998.0,1,2,750,0,80,0,7,2006,150000
130,130,60,88.0,14200,7,6,1966,1966,1,1,2,2,1,309.0,2,2,1,1,445,479,924,1216,941,2157,2,1,4,1,1,8,1,2,1,1966.0,3,2,487,105,66,0,5,2006,226000
131,131,60,1978.5061638868744,12224,6,5,2000,2000,1,1,1,1,1,40.0,1,1,1,1,695,297,992,1022,1032,2054,2,1,3,1,1,7,1,1,3,2000.0,1,2,390,24,48,0,7,2009,244000
132,132,20,75.0,7388,5,6,1959,2002,1,1,2,2,2,0.0,2,2,1,1,405,658,1063,1327,0,1327,1,0,3,1,1,7,1,0,2,1974.0,2,2,624,0,0,0,7,2007,150750
133,133,20,1978.5061638868744,6853,8,5,2001,2002,1,1,1,1,1,136.0,1,3,1,1,1005,262,1267,1296,0,1296,2,0,2,1,1,6,1,0,1,2001.0,3,2,471,192,25,0,6,2009,220000
134,134,20,78.0,10335,5,6,1968,1993,1,1,8,5,2,0.0,2,2,1,1,570,891,1461,1721,0,1721,2,1,3,1,2,7,2,1,1,1968.0,1,2,440,0,96,180,7,2006,180000
135,135,20,80.0,10400,7,6,1970,1970,2,1,8,5,1,288.0,1,2,1,1,0,1304,1304,1682,0,1682,2,0,3,1,2,7,1,1,1,1970.0,2,2,530,98,0,0,5,2008,174000
136,136,20,1978.5061638868744,10355,5,5,1967,1967,1,1,2,2,1,196.0,2,2,1,1,695,519,1214,1214,0,1214,2,0,3,1,2,5,1,1,1,1967.0,1,1,318,0,111,0,7,2007,143000
137,137,90,82.0,11070,7,5,1988,1989,1,1,1,1,1,70.0,2,2,1,1,0,1907,1907,1959,0,1959,3,0,5,2,2,9,1,0,7,1989.0,2,3,766,0,0,0,7,2006,171000
138,138,60,73.0,9066,8,5,1999,2000,1,1,1,1,1,320.0,1,1,1,3,668,336,1004,1004,848,1852,2,1,3,1,1,7,1,2,1,1999.0,3,3,660,224,106,0,12,2008,230000
139,139,60,65.0,15426,6,5,1997,1997,1,1,1,1,2,0.0,1,1,1,1,821,107,928,928,836,1764,2,1,3,1,1,7,1,0,1,1997.0,1,2,470,276,99,0,8,2009,231500
140,140,20,70.0,10500,4,5,1971,1971,1,1,4,4,2,0.0,2,2,1,1,432,432,864,864,0,864,1,0,3,1,2,5,1,1,5,1978.5061638868744,4,0,0,0,0,0,4,2010,115000
141,141,20,78.0,11645,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,4,1300,434,1734,1734,0,1734,2,0,3,1,1,7,1,0,1,2005.0,3,2,660,160,24,0,1,2006,260000
142,142,50,71.0,8520,5,4,1952,1952,1,1,5,6,2,0.0,2,2,1,1,507,403,910,910,475,1385,2,0,4,1,2,6,1,0,2,2000.0,2,2,720,0,0,0,6,2010,166000
143,143,20,78.0,10335,7,5,1999,1999,1,1,1,1,1,183.0,1,1,1,2,679,811,1490,1501,0,1501,2,0,3,1,1,6,1,0,1,1999.0,1,2,577,144,29,0,6,2009,204000
144,144,90,70.0,9100,5,5,1963,1963,1,1,4,4,1,336.0,2,2,1,1,1332,396,1728,1728,0,1728,2,0,6,2,2,10,1,0,2,1963.0,2,2,504,0,0,0,11,2006,125000
145,145,160,24.0,2522,6,5,2004,2006,1,1,1,1,3,50.0,1,1,1,1,0,970,970,970,739,1709,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,0,40,0,4,2006,130000
146,146,30,51.0,6120,5,7,1931,1993,1,1,3,6,2,0.0,3,2,1,1,209,506,715,875,0,875,1,0,2,1,2,5,1,0,2,1931.0,2,1,180,48,0,0,11,2009,105000
147,147,60,1978.5061638868744,9505,7,5,2001,2001,1,1,1,1,1,180.0,1,1,1,1,0,884,884,884,1151,2035,2,1,3,1,1,8,1,1,3,2001.0,3,2,434,144,48,0,5,2010,222500
148,148,20,63.0,7500,7,5,2004,2005,1,1,1,1,1,120.0,1,1,1,1,680,400,1080,1080,0,1080,1,0,3,1,1,6,1,0,5,1978.5061638868744,4,0,0,0,0,0,4,2008,141000
149,149,50,1978.5061638868744,6240,5,4,1936,1950,1,1,2,2,2,0.0,3,1,1,1,0,896,896,896,448,1344,1,0,3,1,2,7,1,0,2,1936.0,2,1,240,200,114,0,4,2006,115000
150,150,20,120.0,10356,5,6,1975,1975,1,1,4,4,2,0.0,2,2,1,4,716,253,969,969,0,969,1,1,3,1,2,5,1,0,1,1975.0,2,2,440,0,0,0,1,2007,122000
151,151,20,107.0,13891,8,5,2007,2008,2,1,1,1,3,436.0,1,3,1,2,1400,310,1710,1710,0,1710,2,0,2,1,1,6,1,1,1,2007.0,1,3,866,0,102,0,1,2008,372402
152,152,60,1978.5061638868744,14803,6,5,1971,1971,1,1,4,4,1,252.0,2,2,1,1,416,409,825,1097,896,1993,2,1,4,1,2,8,1,1,1,1971.0,1,2,495,0,66,0,6,2006,190000
153,153,20,1978.5061638868744,13500,6,7,1960,1975,5,1,5,5,2,0.0,2,1,1,2,429,93,1602,1252,0,1252,1,0,1,1,2,4,1,1,1,1960.0,1,2,564,409,0,0,3,2008,235000
154,154,30,84.0,11340,6,5,1923,1950,1,1,3,6,2,0.0,3,2,1,1,0,1200,1200,1200,0,1200,1,0,4,1,2,7,1,0,2,1923.0,2,1,312,0,0,228,3,2006,125000
155,155,50,60.0,9600,6,5,1924,1950,1,1,3,6,2,0.0,3,2,1,1,0,572,572,572,524,1096,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,8,128,4,2008,79000
156,156,20,60.0,7200,5,7,1950,1950,2,1,3,6,2,0.0,2,4,3,5,0,0,0,1040,0,1040,1,0,2,1,2,5,1,0,2,1950.0,2,2,625,0,0,0,6,2006,109500
157,157,60,92.0,12003,8,5,2009,2010,1,1,1,1,1,84.0,1,3,1,1,0,774,774,774,1194,1968,2,1,4,1,3,8,1,1,3,2009.0,3,3,680,0,75,0,5,2010,269500
158,158,60,100.0,12552,7,5,2004,2005,1,1,1,1,2,0.0,1,1,1,1,222,769,991,991,956,1947,2,1,3,1,1,8,1,1,1,2004.0,1,2,678,0,136,0,5,2010,254900
159,159,60,134.0,19378,7,5,2005,2006,1,1,1,1,1,456.0,1,1,1,3,57,1335,1392,1392,1070,2462,2,1,4,1,1,9,1,1,1,2006.0,1,2,576,239,132,0,3,2006,320000
160,160,20,1978.5061638868744,11120,6,6,1984,1984,1,1,8,5,2,0.0,1,1,1,1,660,572,1232,1232,0,1232,2,0,3,1,2,6,1,0,1,1984.0,2,2,516,0,0,0,6,2008,162500
161,161,60,110.0,13688,9,5,2003,2004,1,1,1,1,1,664.0,1,3,1,4,1016,556,1572,1572,1096,2668,2,1,3,1,3,10,1,2,3,2003.0,3,3,726,400,0,0,3,2008,412500
162,162,20,95.0,12182,7,5,2005,2005,1,1,1,1,1,226.0,1,1,1,3,1201,340,1541,1541,0,1541,2,0,3,1,1,7,1,1,1,2005.0,1,2,532,0,70,0,5,2010,220000
163,163,45,55.0,5500,4,6,1956,1956,1,1,2,2,2,0.0,2,2,1,1,0,882,882,882,0,882,1,0,1,1,2,4,1,0,5,1978.5061638868744,4,0,0,0,0,0,4,2007,103200
164,164,40,40.0,5400,6,7,1926,2004,1,1,2,2,2,0.0,3,2,1,3,370,779,1149,1149,467,1616,2,0,3,1,1,5,1,0,2,1926.0,2,1,216,0,0,183,10,2007,152000
165,165,190,62.0,10106,5,7,1940,1999,1,1,3,6,2,0.0,3,2,1,1,351,112,644,808,547,1355,2,0,4,2,2,6,1,0,5,1978.5061638868744,4,0,0,140,0,0,9,2008,127500
166,166,20,1978.5061638868744,10708,5,5,1955,1993,2,1,3,6,2,0.0,2,2,1,1,379,470,1617,1867,0,1867,1,0,2,1,2,7,1,3,1,1955.0,3,1,303,476,0,0,11,2009,190000
167,167,60,86.0,10562,8,5,2007,2007,1,1,1,1,3,300.0,1,3,1,1,1288,294,1582,1610,551,2161,1,1,3,1,3,8,1,1,1,2007.0,3,3,789,178,120,0,11,2007,325624
168,168,60,62.0,8244,7,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,0,840,840,840,880,1720,2,1,3,1,1,7,1,1,1,2004.0,3,2,440,100,48,0,5,2007,183500
169,169,20,1978.5061638868744,16669,8,6,1981,1981,2,4,8,5,1,653.0,2,1,1,1,0,1686,1686,1707,0,1707,2,1,2,1,2,6,1,1,1,1981.0,1,2,511,574,64,0,1,2006,228000
170,170,50,1978.5061638868744,12358,5,6,1941,1950,1,1,2,2,2,0.0,2,2,1,1,360,360,720,854,0,1382,1,1,2,1,2,7,1,0,2,1991.0,2,2,660,237,0,0,5,2007,128500
171,171,20,141.0,31770,6,5,1960,1960,2,1,5,5,3,112.0,2,2,2,2,639,441,1080,1656,0,1656,1,0,3,1,2,7,1,2,1,1960.0,3,2,528,210,62,0,5,2010,215000
172,172,160,44.0,5306,7,7,1987,1987,1,1,4,4,2,0.0,1,1,2,1,495,354,1064,1064,703,1767,2,0,2,1,1,5,1,1,1,1987.0,1,2,504,441,35,0,6,2006,239000
173,173,20,80.0,10197,6,5,1961,1961,1,1,6,3,4,491.0,2,2,1,1,288,700,1362,1362,0,1362,1,1,3,1,2,6,1,1,1,1961.0,2,2,504,0,20,0,6,2008,163000
174,174,20,47.0,12416,6,5,1986,1986,1,1,1,5,3,132.0,2,1,4,1,1398,0,1606,1651,0,1651,2,0,3,1,2,7,4,1,1,1986.0,3,2,616,192,0,0,11,2008,184000
175,175,20,84.0,12615,6,7,1950,2001,1,1,6,3,2,0.0,2,2,2,4,477,725,1202,2158,0,2158,2,0,4,1,1,7,1,1,1,1950.0,2,2,576,0,29,39,6,2007,243000
176,176,60,97.0,10029,6,5,1988,1989,1,1,8,5,1,268.0,1,1,1,1,831,320,1151,1164,896,2060,2,1,4,1,2,8,1,1,1,1988.0,2,2,521,0,228,0,9,2007,211000
177,177,50,1978.5061638868744,13650,5,5,1958,1958,1,1,2,2,2,0.0,2,2,1,1,57,554,1052,1252,668,1920,2,0,4,1,1,8,1,1,1,1958.0,2,2,451,0,0,0,7,2006,172500
178,178,20,63.0,17423,9,5,2008,2009,2,1,1,1,3,748.0,1,3,1,1,1904,312,2216,2234,0,2234,2,0,1,1,3,9,1,1,1,2009.0,3,3,1166,0,60,0,7,2009,501837
179,179,30,60.0,8520,5,6,1923,2006,1,1,3,6,2,0.0,2,2,1,1,0,968,968,968,0,968,1,0,2,1,2,5,1,0,2,1935.0,2,2,480,0,0,184,7,2007,100000
180,180,160,1978.5061638868744,2117,6,5,2000,2000,1,1,2,2,1,456.0,1,1,1,1,436,320,756,769,756,1525,2,1,3,1,1,5,1,1,2,2000.0,2,2,440,0,0,0,6,2007,177000
181,181,70,54.0,7588,7,6,1920,1950,1,1,10,9,2,0.0,3,5,1,1,352,441,793,901,901,1802,1,1,4,1,2,9,1,1,2,1920.0,2,1,216,0,0,40,7,2006,200100
182,182,20,60.0,9060,5,6,1957,2006,2,1,3,6,1,98.0,1,4,3,5,0,0,0,1340,0,1340,1,0,3,1,2,7,1,1,1,1957.0,1,1,252,116,0,0,6,2007,120000
183,183,50,63.0,11426,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,1362,1362,1362,720,2082,2,1,3,1,1,6,5,0,2,2003.0,2,2,484,280,238,0,6,2008,200000
184,184,50,92.0,7438,5,8,1908,1991,1,1,9,5,2,0.0,1,5,1,1,0,504,504,936,316,1252,1,0,3,1,2,5,1,0,1,1986.0,2,2,576,104,0,0,6,2006,127000
185,185,75,90.0,22950,10,9,1892,1993,1,2,3,6,2,0.0,3,2,1,3,0,1107,1107,1518,1518,3608,2,1,4,1,3,12,1,2,2,1993.0,2,3,840,0,260,0,6,2006,475000
186,186,80,1978.5061638868744,9947,7,5,1990,1991,1,1,4,4,2,0.0,1,1,1,4,611,577,1188,1217,0,1217,2,0,3,1,1,6,1,0,1,1990.0,2,2,497,168,27,0,6,2009,173000
187,187,50,60.0,10410,5,7,1916,1987,1,1,4,4,2,0.0,2,5,1,1,0,660,660,808,704,1656,2,1,3,1,2,8,4,0,2,1916.0,2,1,180,0,0,0,8,2009,135000
188,188,90,64.0,7018,5,5,1979,1979,1,1,8,5,3,275.0,2,1,1,4,1086,0,1086,1224,0,1224,0,2,2,2,2,6,1,2,2,1979.0,2,2,528,120,0,0,6,2009,153337
189,189,120,41.0,4923,8,5,2001,2002,1,1,7,7,2,0.0,1,3,1,4,1153,440,1593,1593,0,1593,1,1,0,1,3,5,1,1,1,2001.0,3,2,682,0,120,0,8,2008,286000
190,190,70,70.0,10570,8,8,1932,1994,2,1,5,8,2,0.0,2,1,2,1,297,556,853,1549,1178,2727,2,1,3,1,1,10,3,2,2,1932.0,2,2,440,0,74,0,12,2007,315000
191,191,60,1978.5061638868744,7472,7,9,1972,2004,1,1,4,4,1,138.0,2,2,1,1,626,99,725,725,754,1479,1,1,4,1,1,7,1,0,1,1972.0,3,2,484,0,32,0,6,2007,184000
192,192,20,68.0,9017,7,5,1999,1999,1,1,1,1,2,0.0,1,1,1,4,560,871,1431,1431,0,1431,2,0,3,1,1,6,1,0,1,1999.0,3,2,666,0,35,0,9,2009,192000
193,193,160,24.0,2522,7,5,2004,2004,1,1,1,1,3,50.0,1,1,1,1,0,970,970,970,739,1709,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,0,40,0,5,2006,130000
194,194,20,60.0,7180,5,7,1972,1972,2,1,4,4,2,0.0,2,2,1,4,390,474,864,864,0,864,1,0,3,1,2,5,1,0,2,1989.0,2,1,352,0,0,0,5,2008,127000
195,195,160,24.0,2280,6,6,1976,1976,1,1,8,11,2,0.0,2,1,1,1,566,289,855,855,601,1456,2,1,3,1,2,7,1,1,1,1976.0,2,2,440,87,0,0,7,2009,148500
196,196,20,79.0,9416,7,5,2007,2007,2,1,7,7,3,205.0,1,3,1,1,1126,600,1726,1726,0,1726,2,0,3,1,3,8,1,1,1,2007.0,3,3,786,171,138,0,9,2007,311872
197,197,75,174.0,25419,8,4,1918,1990,1,1,10,9,2,0.0,1,2,1,1,1036,140,1360,1360,1360,3112,2,0,4,1,1,8,1,1,2,1918.0,2,2,795,0,16,552,3,2006,235000
198,198,75,92.0,5520,6,6,1912,1950,1,1,3,6,2,0.0,2,2,1,1,0,755,755,929,929,2229,1,0,5,1,2,8,1,0,5,1978.5061638868744,4,0,0,0,198,30,7,2009,104000
199,199,20,76.0,9591,8,5,2004,2005,2,1,1,1,1,262.0,1,3,1,4,1088,625,1713,1713,0,1713,2,0,3,1,3,7,1,1,1,2004.0,3,3,856,0,26,0,1,2009,274900
200,200,20,80.0,8546,4,5,2003,2004,1,1,1,1,2,0.0,1,1,1,1,0,1121,1121,1121,0,1121,2,0,2,1,2,5,1,0,1,2003.0,1,2,440,132,64,0,3,2010,140000
201,201,20,75.0,10125,6,6,1977,1977,1,1,8,5,2,0.0,2,2,1,1,641,276,1196,1279,0,1279,2,0,3,1,2,6,1,2,2,1980.0,2,2,473,238,83,0,2,2008,171500
202,202,50,50.0,7000,6,6,1924,1950,1,1,2,2,2,0.0,3,5,1,1,617,0,617,865,445,1310,2,0,2,1,2,6,2,0,1,1924.0,2,1,398,0,0,126,5,2006,112000
203,203,120,1978.5061638868744,4438,6,5,2004,2004,1,1,1,1,1,205.0,1,1,1,4,662,186,848,848,0,848,1,0,1,1,1,3,1,1,1,2004.0,1,2,420,149,0,0,1,2008,149000
204,204,50,50.0,3500,5,7,1947,1950,1,1,9,10,2,0.0,2,2,1,1,312,408,720,720,564,1284,1,1,2,1,2,5,1,0,2,1948.0,2,1,240,0,35,0,4,2009,110000
205,205,20,99.0,11851,7,5,1990,1990,1,1,4,4,2,0.0,1,1,1,1,0,1424,1424,1442,0,1442,2,0,3,1,2,5,1,0,1,1990.0,1,2,500,0,34,0,5,2009,180500
206,206,20,40.0,13673,5,5,1962,1962,1,1,4,4,2,0.0,2,2,1,1,0,1140,1140,1696,0,1696,1,1,3,1,2,8,4,1,1,1962.0,1,1,349,0,30,0,3,2007,143900
207,207,20,1978.5061638868744,12493,4,5,1960,1960,1,1,3,6,2,0.0,1,2,1,1,419,375,1100,1100,0,1100,1,0,3,1,2,6,1,1,1,1960.0,1,1,312,355,0,0,4,2008,141000
208,208,60,1978.5061638868744,14364,7,5,1988,1989,1,1,8,5,1,128.0,2,1,1,2,1065,92,1157,1180,882,2062,2,1,3,1,2,7,1,1,1,1988.0,3,2,454,60,55,0,4,2007,277000
209,209,20,75.0,8250,6,7,1964,1964,2,1,4,4,3,260.0,2,1,1,1,787,305,1092,1092,0,1092,1,0,3,1,2,6,1,0,1,1964.0,1,2,504,0,0,0,7,2008,145000
210,210,30,67.0,5604,5,6,1925,1950,1,1,10,9,2,0.0,2,2,1,1,468,396,864,864,0,864,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,0,0,96,4,2008,98000
211,211,20,83.0,10420,6,5,2009,2009,1,1,1,1,2,0.0,1,1,1,3,36,1176,1212,1212,0,1212,2,0,3,1,1,6,1,0,1,2009.0,1,2,460,100,22,0,3,2010,186000
212,212,60,72.0,8640,7,5,2009,2009,1,1,1,1,2,0.0,1,1,1,1,822,78,900,932,920,1852,2,1,3,1,1,7,1,1,1,2009.0,1,2,644,168,108,0,7,2009,252678
213,213,20,43.0,13568,5,5,1995,1995,1,1,1,1,2,0.0,1,1,1,1,716,274,990,990,0,990,1,0,3,1,2,5,1,0,1,1996.0,2,2,576,224,0,0,7,2006,156000
214,214,60,1978.5061638868744,10900,6,7,1977,1977,1,1,4,4,1,153.0,2,1,1,1,378,311,689,689,703,1392,1,1,3,1,2,6,1,0,1,1977.0,3,1,299,0,36,0,3,2010,161750
215,215,20,72.0,10011,5,6,1957,1996,1,1,4,4,1,64.0,2,2,1,1,360,710,1070,1236,0,1236,1,0,2,1,1,6,2,1,1,1957.0,2,1,447,0,0,0,5,2006,134450
216,216,20,65.0,8450,7,5,2004,2004,1,1,1,1,1,266.0,1,1,1,3,946,490,1436,1436,0,1436,2,0,3,1,1,8,1,0,1,2004.0,2,2,484,139,98,0,4,2008,210000
217,217,70,57.0,9906,4,4,1925,1950,1,1,2,2,2,0.0,2,2,1,1,0,686,686,810,518,1328,1,0,3,1,2,8,1,0,2,1940.0,2,1,210,0,172,60,9,2006,107000
218,218,50,1978.5061638868744,15660,7,9,1939,2006,1,1,1,1,1,312.0,2,2,1,1,341,457,798,1137,817,1954,1,1,3,1,1,8,1,2,1,1939.0,2,2,431,0,119,150,5,2008,311500
219,219,120,43.0,3010,7,5,2005,2006,1,1,1,1,1,16.0,1,1,1,4,16,1232,1248,1248,0,1248,2,0,2,1,1,5,1,0,1,2005.0,3,2,438,108,0,0,3,2006,167240
220,220,20,73.0,8990,7,5,2006,2006,1,1,1,1,2,0.0,1,1,1,3,0,1498,1498,1498,0,1498,2,0,2,1,1,5,1,0,1,2006.0,1,2,675,351,33,0,4,2006,204900
221,221,60,1978.5061638868744,8068,6,5,2002,2002,1,1,1,1,2,0.0,1,1,1,1,0,1010,1010,1010,1257,2267,2,1,4,1,1,8,1,1,3,2002.0,1,2,390,120,46,0,12,2009,200000
222,222,60,85.0,11475,6,6,1975,1975,1,1,1,1,2,0.0,2,1,1,1,550,163,713,811,741,1552,2,1,3,1,2,6,1,1,1,1975.0,1,2,434,209,208,0,2,2006,179900
223,223,20,70.0,10500,4,6,1971,1971,1,1,4,4,2,0.0,2,2,1,1,524,160,864,864,0,864,1,0,2,1,2,4,1,0,2,1989.0,2,2,576,216,0,0,3,2009,97000
224,224,20,103.0,13472,10,5,2003,2003,2,1,1,1,1,922.0,1,3,1,2,56,2336,2392,2392,0,2392,2,0,3,1,3,8,1,1,1,2003.0,3,3,968,248,105,0,6,2009,386250
225,225,160,21.0,1680,5,5,1971,1971,1,1,4,4,1,142.0,2,2,1,1,0,630,630,630,672,1302,2,1,3,1,2,6,1,0,2,1991.0,2,1,280,0,0,0,5,2009,112000
226,226,60,82.0,9950,7,5,1995,1995,1,1,1,1,1,290.0,1,1,1,1,565,638,1203,1214,1306,2520,2,1,4,1,1,9,1,1,1,1995.0,1,3,721,224,114,0,6,2007,290000
227,227,160,21.0,1869,6,6,1970,1970,1,1,4,4,1,127.0,2,2,1,1,321,162,483,483,504,987,1,1,2,1,2,5,1,0,2,1987.0,2,1,280,0,0,0,9,2008,106000
228,228,20,70.0,8521,5,5,1967,1967,1,1,4,4,2,0.0,2,2,1,1,842,70,912,912,0,912,1,0,3,1,2,5,1,1,2,1974.0,2,1,336,0,0,0,5,2010,125000
229,229,120,43.0,3182,7,5,2005,2006,1,1,1,1,1,16.0,1,1,1,4,16,1357,1373,1555,0,1555,2,0,2,1,1,7,1,1,1,2005.0,3,2,430,143,20,0,5,2009,192500
230,230,20,73.0,8760,6,6,1959,1959,2,1,2,2,1,220.0,2,2,1,1,0,1194,1194,1194,0,1194,1,0,3,1,2,6,1,0,1,1959.0,1,1,312,0,0,120,4,2010,148000
231,231,60,174.0,15138,8,5,1995,1996,1,1,1,1,1,506.0,1,1,1,1,689,773,1462,1490,1304,2794,2,1,4,1,3,9,1,1,1,1995.0,3,3,810,0,146,202,7,2009,403000
232,232,160,21.0,1680,6,5,1972,1972,1,1,4,4,1,297.0,2,2,1,1,0,483,483,483,504,987,1,1,2,1,2,5,1,1,1,1972.0,2,1,288,0,0,0,6,2006,94500
233,233,20,75.0,10650,5,6,1976,1976,1,1,4,4,2,0.0,2,2,2,4,182,0,894,894,0,894,1,0,3,1,2,5,1,0,1,1976.0,2,1,308,365,0,0,2,2010,128200
234,234,60,1978.5061638868744,7851,6,5,2002,2002,1,1,1,1,5,103.685261707989,1,1,1,1,625,235,860,860,1100,1960,2,1,4,1,1,8,1,2,3,2002.0,3,2,440,288,48,0,5,2010,216500
235,235,160,21.0,1680,6,3,1971,1971,1,1,4,4,1,604.0,2,2,1,1,358,125,483,483,504,987,1,1,2,1,2,5,1,0,2,1971.0,2,1,264,0,0,0,8,2008,89500
236,236,20,65.0,8773,7,5,2004,2004,1,1,1,1,1,98.0,1,1,1,4,24,1390,1414,1414,0,1414,2,0,3,1,1,6,1,0,1,2004.0,1,2,494,132,105,0,5,2010,185500
237,237,60,1978.5061638868744,9453,7,7,1993,2003,1,1,4,4,2,0.0,1,1,1,1,402,594,996,1014,730,1744,2,1,3,1,1,7,1,0,1,1993.0,1,2,457,370,70,0,2,2010,194500
238,238,20,93.0,12030,8,5,2007,2007,2,1,1,1,1,254.0,1,3,1,1,0,1694,1694,1694,0,1694,2,0,3,1,1,7,1,0,1,2007.0,3,3,818,168,228,0,12,2007,318000
239,239,50,52.0,8741,6,4,1945,1950,1,1,1,1,2,0.0,2,2,4,1,94,641,735,798,689,1487,1,1,3,1,2,7,1,1,2,1949.0,2,1,220,0,140,0,4,2010,113000
240,240,20,75.0,9000,8,5,2008,2008,1,1,1,1,3,36.0,1,1,1,4,1078,488,1566,1566,0,1566,2,0,3,1,1,7,1,0,1,2008.0,1,2,750,144,168,0,4,2010,262500
241,241,30,40.0,3880,5,9,1945,1997,1,1,1,1,2,0.0,2,2,1,1,329,357,686,866,0,866,1,0,2,1,1,4,1,0,5,1978.5061638868744,4,0,0,58,42,0,8,2007,110500
242,242,50,63.0,5000,5,4,1900,1950,1,1,3,6,2,0.0,3,2,1,1,0,540,540,889,551,1440,1,0,3,1,2,6,1,0,1,1940.0,2,1,352,0,0,77,4,2006,79000
243,243,160,75.0,10762,6,6,1980,1980,1,1,8,5,2,0.0,2,1,1,1,0,626,626,626,591,1217,1,1,3,1,2,6,1,1,1,1980.0,1,1,288,0,28,0,4,2009,120000
244,244,60,1978.5061638868744,8880,7,5,1994,2002,1,1,1,1,2,0.0,1,1,1,1,695,253,948,1222,888,2110,2,1,3,1,1,8,1,2,1,1994.0,1,2,463,0,130,0,5,2010,205000
245,245,20,80.0,10400,7,5,1988,1988,1,1,3,6,1,102.0,2,1,1,4,929,916,1845,1872,0,1872,2,0,3,1,2,6,1,1,1,1988.0,3,2,604,197,39,0,6,2006,241500
246,246,190,69.0,9142,6,8,1910,1950,1,1,9,10,2,0.0,6,5,1,1,0,1020,1020,908,1020,1928,2,0,4,2,4,9,1,0,2,1910.0,2,1,440,0,60,112,4,2006,137000
247,247,20,75.0,11310,6,5,1954,1954,2,1,3,8,2,0.0,2,2,1,1,0,1367,1367,1375,0,1375,1,0,2,1,2,5,1,1,1,1954.0,2,2,451,0,30,0,6,2006,140000
248,248,60,72.0,11317,7,5,2003,2003,1,1,1,1,1,101.0,1,1,1,1,0,840,840,840,828,1668,2,1,3,1,1,8,1,0,1,2003.0,1,2,500,144,68,0,9,2007,180000
249,249,50,1978.5061638868744,159000,6,7,1958,2006,1,1,3,4,4,472.0,2,1,1,2,697,747,1444,1444,700,2144,2,0,4,1,1,7,1,2,1,1958.0,3,2,389,0,98,0,6,2007,277000
250,250,30,55.0,5350,3,2,1940,1966,1,1,3,5,2,0.0,2,2,1,1,0,728,728,1306,0,1306,1,0,3,1,4,6,5,0,5,1978.5061638868744,4,0,0,263,0,0,5,2010,76500
251,251,120,44.0,4750,8,5,2006,2007,2,1,1,1,3,481.0,1,1,1,2,1573,0,1573,1625,0,1625,2,0,2,1,1,5,1,1,1,2006.0,3,2,538,123,0,0,12,2007,235000
252,252,60,65.0,8366,6,5,2004,2004,1,1,1,1,2,0.0,1,1,1,1,0,798,798,798,842,1640,2,1,3,1,1,6,1,0,1,2004.0,1,2,520,138,45,0,12,2008,173000
253,253,80,85.0,9350,6,7,1964,1991,2,1,4,4,1,108.0,2,1,1,2,270,452,1302,1302,0,1302,2,0,3,1,1,7,2,0,1,1964.0,1,1,309,333,0,0,10,2007,158000
254,254,20,70.0,8400,5,6,1957,1957,1,1,2,2,2,0.0,2,2,1,1,922,392,1314,1314,0,1314,1,0,3,1,2,5,1,0,1,1957.0,1,1,294,250,0,0,6,2010,145000
255,255,60,66.0,8738,7,5,1999,1999,1,1,1,1,1,302.0,1,1,1,1,0,975,975,1005,1286,2291,2,1,4,1,1,8,1,1,3,1999.0,3,2,429,192,0,0,2,2006,230000
256,256,60,64.0,8791,6,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,503,361,864,864,864,1728,2,1,3,1,1,7,1,0,1,2003.0,1,2,673,216,56,0,5,2008,207500
257,257,20,68.0,8814,7,5,2006,2006,1,1,1,1,3,180.0,1,1,1,1,1334,270,1604,1604,0,1604,2,1,3,1,1,8,1,1,1,2006.0,1,2,660,123,110,0,3,2009,220000
258,258,60,80.0,12435,7,5,2001,2001,1,1,1,1,1,172.0,1,1,1,1,361,602,963,963,829,1792,2,1,3,1,1,7,1,1,1,2001.0,1,2,564,0,96,0,5,2008,231500
259,259,20,70.0,12702,5,5,1956,1956,1,1,5,8,2,0.0,1,4,3,5,0,0,0,882,0,882,1,0,2,1,2,4,1,0,2,1956.0,2,1,308,0,45,0,12,2008,97000
