,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
76,77,20,1,1978.5061638868744,8475,1,2,1,1,1,1,12,1,1,1,2,4,7,1956,1956,1,1,1,1,2,0.0,2,1,2,2,1,1,2,228,1,0,724,952,1,1,1,3,952,0,0,952,0,0,1,0,2,1,2,4,1,0,2,1956.0,2,1,283,1,1,1,0,0,0,0,0,0,0,4,2008,1,1,135750
77,78,50,2,50.0,8635,1,1,1,1,1,1,9,1,1,1,3,5,5,1948,2001,1,1,3,6,2,0.0,2,1,2,2,1,1,5,336,7,41,295,672,1,3,1,1,1072,213,0,1285,1,0,1,0,2,1,2,6,2,0,2,1948.0,2,1,240,1,1,1,0,0,0,0,0,0,0,1,2008,1,1,127000
78,79,90,1,72.0,10778,1,1,1,1,1,1,10,1,1,3,2,4,5,1968,1968,2,1,4,4,2,0.0,2,1,2,2,1,1,3,0,1,0,1768,1768,1,3,2,1,1768,0,0,1768,0,0,2,0,4,2,2,8,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2010,1,1,136500
79,80,50,2,60.0,10440,1,1,1,1,3,1,8,1,1,1,1,5,6,1910,1981,1,1,3,6,2,0.0,2,1,1,2,1,1,3,0,1,0,440,440,1,2,1,1,682,548,0,1230,0,0,1,1,2,1,2,5,1,0,2,1966.0,2,2,440,1,1,1,74,0,128,0,0,0,0,5,2009,1,1,110000
80,81,60,1,100.0,13000,1,1,1,1,3,1,12,1,1,1,1,6,6,1968,1968,1,1,1,1,1,576.0,2,2,2,1,1,1,4,448,1,0,448,896,1,3,1,1,1182,960,0,2142,0,0,2,1,4,1,1,8,1,1,1,1968.0,3,1,509,1,1,1,0,72,0,0,252,0,0,6,2009,1,1,193500
81,82,120,2,32.0,4500,1,1,1,1,2,1,5,1,1,4,2,6,5,1998,1998,2,1,1,1,1,443.0,2,2,1,3,2,1,1,1201,1,0,36,1237,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,0,1,1998.0,3,2,405,1,1,1,0,199,0,0,0,0,0,3,2006,1,1,153500
82,83,20,1,78.0,10206,1,1,1,1,1,1,6,1,1,1,2,8,5,2007,2007,1,1,1,1,3,468.0,2,1,1,1,1,1,1,33,1,0,1530,1563,1,1,1,1,1563,0,0,1563,0,0,2,0,3,1,1,6,1,1,1,2007.0,1,3,758,1,1,1,144,99,0,0,0,0,0,10,2008,1,1,245000
83,84,20,1,80.0,8892,1,2,1,1,1,1,12,1,1,1,2,5,5,1960,1960,1,1,2,2,4,66.0,2,1,2,2,1,1,3,0,1,0,1065,1065,1,2,1,1,1065,0,0,1065,0,0,1,1,3,1,2,6,1,0,2,1974.0,2,2,461,1,1,1,74,0,0,0,0,0,0,7,2007,3,1,126500
84,85,80,1,1978.5061638868744,8530,1,2,1,1,1,1,18,1,1,1,6,7,5,1995,1996,1,1,4,4,1,22.0,2,1,1,1,1,1,3,0,1,0,384,384,1,2,1,1,804,670,0,1474,0,0,2,1,3,1,2,7,1,1,3,1995.0,3,2,400,1,1,1,120,72,0,0,0,0,700,5,2009,1,1,168500
85,86,60,1,121.0,16059,1,1,1,1,3,1,4,1,1,1,1,8,5,1991,1992,2,1,4,4,1,284.0,1,1,2,1,1,1,3,0,1,0,1288,1288,1,1,1,1,1301,1116,0,2417,0,0,2,1,4,1,1,9,1,1,1,1991.0,2,2,462,1,1,1,127,82,0,0,0,0,0,4,2006,1,1,260000
86,87,60,1,122.0,11911,1,3,1,1,1,1,18,1,1,1,1,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,4,3,0,1,0,684,684,1,1,1,1,684,876,0,1560,0,0,2,1,3,1,1,6,1,1,3,2005.0,3,2,400,1,1,1,100,38,0,0,0,0,0,3,2009,1,1,174000
87,88,160,4,40.0,3951,1,1,1,1,3,1,6,1,1,4,1,6,5,2009,2009,1,1,1,1,3,76.0,1,1,1,1,1,4,3,0,1,0,612,612,1,1,1,1,612,612,0,1224,0,0,2,1,2,1,1,4,1,0,2,2009.0,1,2,528,1,1,1,0,234,0,0,0,0,0,6,2009,2,3,164500
88,89,50,3,105.0,8470,1,2,1,1,3,1,14,2,4,1,3,3,2,1915,1982,2,1,8,5,2,0.0,4,3,2,2,4,1,3,0,1,0,1013,1013,1,3,2,1,1013,0,513,1526,0,0,1,0,2,1,4,6,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,156,0,0,0,0,10,2009,4,2,85000
89,90,20,1,60.0,8070,1,1,1,1,1,1,1,1,1,1,2,4,5,1994,1995,1,1,1,1,2,0.0,2,1,1,1,1,1,1,588,1,0,402,990,1,1,1,1,990,0,0,990,1,0,1,0,3,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,8,2007,1,1,123600
90,91,20,1,60.0,7200,1,1,1,1,1,1,12,1,1,1,2,4,5,1950,1950,1,1,5,6,2,0.0,2,1,5,4,3,5,6,0,3,0,0,0,1,3,1,3,1040,0,0,1040,0,0,1,0,2,1,2,4,1,0,2,1950.0,2,2,420,1,1,1,0,29,0,0,0,0,0,7,2006,1,1,109900
91,92,20,1,85.0,8500,1,1,1,1,1,1,12,1,1,1,2,5,3,1961,1961,2,1,4,4,4,203.0,2,1,2,2,1,1,4,600,1,0,635,1235,1,3,1,1,1235,0,0,1235,0,0,1,0,2,1,2,6,1,0,1,1961.0,2,2,480,1,1,1,0,0,0,0,0,0,0,12,2006,1,2,98600
92,93,30,1,80.0,13360,1,2,4,1,1,1,3,1,1,1,2,5,7,1921,2006,1,1,3,6,2,0.0,2,2,3,1,1,1,2,713,1,0,163,876,1,1,1,1,964,0,0,964,1,0,1,0,2,1,2,5,1,0,2,1921.0,2,2,432,1,1,1,0,0,44,0,0,0,0,8,2009,1,1,163500
93,94,190,3,60.0,7200,1,1,1,1,3,1,8,1,1,2,7,6,6,1910,1998,2,1,2,2,2,0.0,2,1,3,2,4,3,4,1046,1,0,168,1214,2,1,2,1,1260,1031,0,2291,0,1,2,0,4,2,2,9,1,1,2,1900.0,2,2,506,1,1,1,0,0,0,0,99,0,0,11,2007,1,1,133900
94,95,60,1,69.0,9337,1,2,1,1,1,1,1,1,1,1,1,6,5,1997,1997,1,1,1,1,2,0.0,2,2,1,1,1,1,1,648,1,0,176,824,1,1,1,1,905,881,0,1786,1,0,2,1,3,1,1,7,1,0,1,1997.0,1,2,684,1,1,1,0,162,0,0,0,0,0,5,2007,1,1,204750
95,96,60,1,1978.5061638868744,9765,1,3,1,1,3,1,18,1,1,1,1,6,8,1993,1993,1,1,1,1,1,68.0,3,2,1,1,2,1,2,310,1,0,370,680,1,2,1,1,680,790,0,1470,0,0,2,1,3,1,2,6,1,1,3,1993.0,3,2,420,1,1,1,232,63,0,0,0,0,480,4,2009,1,1,185000
96,97,20,1,78.0,10264,1,2,1,1,1,1,1,1,1,1,2,7,5,1999,1999,1,1,1,1,1,183.0,1,1,1,1,1,4,2,1162,1,0,426,1588,1,1,1,1,1588,0,0,1588,0,0,2,0,3,1,1,6,1,0,1,1999.0,1,2,472,1,1,1,158,29,0,0,0,0,0,8,2006,1,1,214000
97,98,20,1,73.0,10921,1,1,4,1,1,1,16,1,1,1,2,4,5,1965,1965,2,1,4,4,1,48.0,2,1,2,2,1,1,4,520,1,0,440,960,1,3,1,2,960,0,0,960,1,0,1,0,3,1,2,6,1,0,1,1965.0,3,1,432,1,1,3,120,0,0,0,0,0,0,5,2007,1,1,94750
98,99,30,1,85.0,10625,1,1,1,1,3,1,16,1,1,1,2,5,5,1920,1950,1,1,3,6,2,0.0,2,1,3,2,1,1,2,108,1,0,350,458,1,4,2,1,835,0,0,835,0,0,1,0,2,1,2,5,1,0,6,1920.0,2,1,366,2,1,1,0,0,77,0,0,0,400,5,2010,3,2,83000
99,100,20,1,77.0,9320,1,2,1,1,1,1,12,1,1,1,2,4,5,1959,1959,1,1,8,5,2,0.0,2,1,2,2,1,1,2,569,1,0,381,950,1,4,1,1,1225,0,0,1225,1,0,1,1,3,1,2,6,1,0,5,1978.5061638868744,4,0,0,4,3,1,352,0,0,0,0,0,400,1,2010,1,1,128950
100,101,20,1,1978.5061638868744,10603,1,2,1,1,1,1,7,1,1,1,2,6,7,1977,2001,1,1,8,5,1,28.0,2,1,1,2,1,3,2,1200,1,0,410,1610,1,2,1,1,1610,0,0,1610,1,0,2,0,3,1,1,6,1,2,1,1977.0,1,2,480,1,1,1,168,68,0,0,0,0,0,2,2010,1,1,205000
101,102,60,1,77.0,9206,1,1,1,1,1,1,13,1,1,1,1,6,5,1985,1985,1,1,4,4,1,336.0,1,1,2,1,1,1,3,0,1,0,741,741,1,3,1,1,977,755,0,1732,0,0,2,1,3,1,1,7,1,1,1,1985.0,3,2,476,1,1,1,192,46,0,0,0,0,0,6,2010,1,1,178000
102,103,90,1,64.0,7018,1,1,2,1,1,1,13,1,1,3,2,5,5,1979,1979,1,1,4,4,2,0.0,2,3,5,4,3,5,6,0,3,0,0,0,1,3,1,1,1535,0,0,1535,0,0,2,0,4,2,2,8,1,0,1,1979.0,2,2,410,1,1,1,0,0,0,0,0,0,0,6,2009,1,5,118964
103,104,20,1,94.0,10402,1,2,1,1,3,1,1,1,1,1,2,7,5,2009,2009,1,1,1,1,2,0.0,2,1,1,1,1,1,3,0,1,0,1226,1226,1,1,1,1,1226,0,0,1226,0,0,2,0,3,1,1,6,1,0,1,2009.0,1,3,740,1,1,1,0,36,0,0,0,0,0,5,2010,1,1,198900
104,105,50,2,1978.5061638868744,7758,1,1,1,1,3,1,14,1,1,1,3,7,4,1931,1950,1,1,10,9,1,600.0,2,3,1,2,1,1,7,224,1,0,816,1040,1,1,1,2,1226,592,0,1818,0,0,1,1,4,1,2,7,1,2,2,1951.0,2,1,240,1,1,1,0,0,0,0,184,0,0,6,2007,1,1,169500
105,106,60,4,75.0,9375,1,1,1,1,1,1,6,1,1,1,1,8,5,2003,2004,2,1,1,1,1,768.0,1,1,1,3,1,1,3,0,1,0,1053,1053,1,1,1,1,1053,939,0,1992,0,0,2,1,3,1,1,9,1,1,1,2003.0,1,2,648,1,1,1,140,45,0,0,0,0,0,8,2008,1,1,250000
106,107,30,2,60.0,10800,1,1,1,1,1,1,8,1,1,1,2,4,7,1885,1995,4,1,1,1,2,0.0,2,1,3,5,1,1,3,0,1,0,641,641,1,2,1,1,1047,0,0,1047,0,0,1,0,2,1,2,6,1,0,2,1954.0,2,1,273,2,2,2,0,0,0,0,0,0,450,8,2007,1,1,100000
107,108,20,2,50.0,6000,1,1,1,1,1,1,8,1,1,1,2,5,5,1948,1950,1,1,1,1,2,0.0,2,1,2,2,1,1,2,104,2,169,516,789,1,1,1,1,789,0,0,789,0,0,1,0,2,1,2,5,1,0,2,1948.0,2,1,250,1,1,1,0,0,0,0,0,0,0,4,2008,1,3,115000
108,109,50,2,85.0,8500,1,1,1,1,3,1,14,4,1,1,3,5,7,1919,2005,1,1,7,7,2,0.0,2,1,2,2,1,1,3,0,1,0,793,793,2,3,2,2,997,520,0,1517,0,0,2,0,3,1,4,7,1,0,5,1978.5061638868744,4,0,0,4,3,2,0,0,144,0,0,0,0,8,2007,1,1,115000
109,110,20,1,105.0,11751,1,2,1,1,1,1,7,1,1,1,2,6,6,1977,1977,2,1,8,5,1,480.0,2,1,2,1,1,1,5,705,1,0,1139,1844,1,1,1,1,1844,0,0,1844,0,0,2,0,3,1,2,7,1,1,1,1977.0,1,2,546,1,1,1,0,122,0,0,0,0,0,1,2010,3,1,190000
110,111,50,1,75.0,9525,1,1,1,1,1,1,16,1,1,1,3,6,4,1954,1972,1,1,3,6,2,0.0,2,1,2,2,4,1,4,444,1,0,550,994,1,2,1,1,1216,639,0,1855,0,0,2,0,4,1,2,7,1,0,1,1954.0,2,1,325,1,1,1,182,0,0,0,0,0,0,10,2006,1,1,136900
111,112,80,1,1978.5061638868744,7750,1,2,1,1,1,1,18,1,1,1,6,7,5,2000,2000,1,1,1,1,2,0.0,2,1,1,1,1,1,1,250,1,0,134,384,1,1,1,1,774,656,0,1430,0,0,2,1,3,1,2,7,1,1,3,2000.0,3,2,400,1,1,1,180,0,0,0,0,0,0,4,2010,1,1,180000
112,113,60,1,77.0,9965,1,1,1,1,1,1,1,1,1,1,1,7,5,2007,2007,1,1,1,1,3,220.0,1,1,1,3,1,4,1,984,1,0,280,1264,1,1,1,1,1282,1414,0,2696,1,0,2,1,4,1,3,10,1,1,3,2007.0,3,3,792,1,1,1,120,184,0,0,168,0,0,10,2007,2,3,383970
113,114,20,1,1978.5061638868744,21000,1,1,2,1,3,1,3,1,1,1,2,6,5,1953,1953,2,1,3,6,1,184.0,2,2,2,1,1,3,2,35,5,869,905,1809,1,3,1,1,2259,0,0,2259,1,0,2,0,3,1,1,7,1,2,6,1953.0,2,2,450,1,1,1,166,120,192,0,0,0,0,10,2007,3,2,217000
114,115,70,1,61.0,7259,1,2,1,1,1,2,3,1,1,1,1,6,8,1945,2002,3,1,3,6,2,0.0,2,1,2,2,1,1,2,774,6,150,104,1028,1,1,1,1,1436,884,0,2320,1,0,2,1,3,1,1,9,1,1,2,1945.0,2,1,180,1,1,1,224,0,0,0,0,0,0,7,2007,1,1,259500
115,116,160,4,34.0,3230,1,1,1,1,3,1,6,1,1,4,1,6,5,1999,1999,1,1,2,2,1,1129.0,2,1,1,1,1,1,1,419,1,0,310,729,1,2,1,1,729,729,0,1458,0,0,2,1,2,1,2,5,1,1,2,1999.0,2,2,440,1,1,1,0,32,0,0,0,0,0,6,2007,1,1,176000
116,117,20,1,1978.5061638868744,11616,1,1,1,1,1,1,10,1,1,1,2,5,5,1962,1962,1,1,3,6,1,116.0,2,1,2,2,1,1,7,170,2,670,252,1092,1,3,1,1,1092,0,0,1092,0,1,1,0,3,1,2,6,1,1,1,1962.0,2,1,288,1,1,1,0,20,144,0,0,0,0,9,2009,1,1,139000
117,118,20,1,74.0,8536,1,1,1,1,3,1,16,1,1,1,2,5,5,2006,2007,1,1,1,1,2,0.0,2,1,1,1,1,1,3,0,1,0,1125,1125,1,2,1,1,1125,0,0,1125,0,0,1,1,2,1,2,5,1,0,1,2007.0,2,2,430,1,1,1,80,64,0,0,0,0,0,4,2007,2,3,155000
118,119,60,1,90.0,12376,1,1,1,1,3,1,13,1,1,1,1,7,5,1990,1990,2,1,8,5,2,0.0,2,1,1,1,1,3,1,1470,1,0,203,1673,1,2,1,1,1699,1523,0,3222,1,0,3,0,5,1,1,11,1,2,1,1990.0,2,3,594,1,1,1,367,0,0,0,0,0,0,5,2010,1,1,320000
119,120,60,1,65.0,8461,1,1,1,1,1,1,1,1,1,1,1,6,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0,1,0,728,728,1,1,1,1,728,728,0,1456,0,0,2,1,3,1,1,8,1,1,1,2005.0,3,2,390,1,1,1,0,24,0,0,0,0,0,7,2006,2,3,163990
120,121,80,1,1978.5061638868744,21453,1,2,3,1,4,3,20,1,1,1,6,6,5,1969,1969,5,3,8,5,2,0.0,2,1,2,2,1,2,2,938,1,0,0,938,1,1,1,1,988,0,0,988,1,0,1,0,1,1,2,4,1,2,1,1969.0,2,2,540,1,1,1,0,130,0,130,0,0,0,10,2006,1,1,180000
121,122,50,2,50.0,6060,1,1,1,1,1,1,14,1,1,1,3,4,5,1939,1950,1,1,9,10,2,0.0,2,1,1,2,1,1,3,0,1,0,732,732,1,2,1,1,772,351,0,1123,0,0,1,0,3,1,2,4,1,0,2,1979.0,2,1,264,1,1,3,0,0,140,0,0,0,0,6,2007,1,1,100000
122,123,20,1,75.0,9464,1,1,1,1,3,1,12,1,1,1,2,6,7,1958,1958,2,1,2,2,1,135.0,2,2,2,2,1,1,5,570,1,0,510,1080,1,2,1,1,1080,0,0,1080,0,0,1,0,3,1,2,5,1,0,1,1958.0,2,1,288,1,1,1,0,0,0,0,130,0,0,6,2008,1,1,136000
123,124,120,1,55.0,7892,1,1,1,1,1,1,13,1,1,4,2,6,5,1993,1993,1,1,8,5,2,0.0,1,1,1,1,1,1,1,300,1,0,899,1199,1,1,1,1,1199,0,0,1199,0,0,2,0,2,1,1,5,1,0,1,1993.0,1,2,530,1,1,1,0,63,0,0,0,0,0,3,2008,1,1,153900
124,125,20,1,48.0,17043,1,2,1,1,4,1,7,1,1,1,2,6,5,1979,1998,1,1,4,4,2,0.0,2,2,2,1,4,1,3,0,1,0,1362,1362,1,3,1,1,1586,0,0,1586,0,0,2,0,3,1,2,7,1,1,1,1979.0,2,2,435,1,1,1,192,0,0,0,0,0,0,1,2009,1,1,181000
125,126,190,2,60.0,6780,1,1,1,1,1,1,14,1,1,2,3,6,8,1935,1982,1,1,3,6,2,0.0,2,3,2,2,1,4,1,490,1,0,30,520,1,2,2,1,520,0,234,754,1,0,1,0,2,1,2,5,1,0,5,1978.5061638868744,4,0,0,4,3,2,53,0,0,0,0,0,0,6,2006,1,1,84500
126,127,120,1,1978.5061638868744,4928,1,2,1,1,1,1,21,1,1,4,2,6,5,1976,1976,1,1,8,5,2,0.0,2,1,2,1,1,1,2,120,1,0,958,1078,1,3,1,1,958,0,0,958,0,0,2,0,2,1,2,5,1,1,1,1977.0,1,2,440,1,1,1,0,205,0,0,0,0,0,2,2007,1,1,128000
127,128,45,2,55.0,4388,1,2,2,1,1,1,8,2,1,1,4,5,7,1930,1950,1,1,6,6,2,0.0,2,2,3,2,1,1,7,116,1,0,556,672,1,1,1,1,840,0,0,840,0,0,1,0,3,1,2,5,1,1,5,1978.5061638868744,4,0,0,4,3,2,0,0,0,0,0,0,0,6,2007,1,1,87000
128,129,60,1,69.0,7590,1,1,1,1,1,1,12,3,1,1,1,6,5,1966,1966,1,1,1,1,1,266.0,2,1,2,2,1,1,5,512,1,0,148,660,1,3,1,1,660,688,0,1348,0,0,1,1,3,1,2,6,1,1,1,1966.0,1,2,453,1,1,1,188,108,0,0,0,0,0,7,2006,1,1,155000
129,130,20,1,69.0,8973,1,1,1,1,1,1,12,1,1,1,2,5,7,1958,1991,1,1,8,5,1,85.0,2,1,2,2,1,1,4,567,2,28,413,1008,1,3,1,3,1053,0,0,1053,0,1,1,1,3,1,3,6,1,0,7,1998.0,1,2,750,1,1,1,0,80,0,180,0,0,0,7,2006,1,2,150000
130,131,60,1,88.0,14200,1,1,1,1,3,1,12,1,1,1,1,7,6,1966,1966,1,1,2,2,1,309.0,2,1,2,2,1,1,4,445,1,0,479,924,1,1,1,1,1216,941,0,2157,0,0,2,1,4,1,1,8,1,2,1,1966.0,3,2,487,1,1,1,105,66,0,0,0,0,0,5,2006,1,1,226000
131,132,60,1,1978.5061638868744,12224,1,2,1,1,3,1,18,1,1,1,1,6,5,2000,2000,1,1,1,1,1,40.0,1,1,1,1,1,1,1,695,1,0,297,992,1,1,1,1,1022,1032,0,2054,1,0,2,1,3,1,1,7,1,1,3,2000.0,1,2,390,1,1,1,24,48,0,0,0,0,0,7,2009,1,1,244000
132,133,20,1,75.0,7388,1,1,1,1,3,1,12,1,1,1,2,5,6,1959,2002,1,1,2,2,2,0.0,2,1,2,2,1,1,4,405,1,0,658,1063,1,2,1,1,1327,0,0,1327,1,0,1,0,3,1,1,7,1,0,2,1974.0,2,2,624,1,1,1,0,0,0,0,0,0,0,7,2007,1,1,150750
133,134,20,1,1978.5061638868744,6853,1,2,1,1,1,1,17,1,1,1,2,8,5,2001,2002,1,1,1,1,1,136.0,1,1,1,3,1,1,1,1005,1,0,262,1267,1,1,1,1,1296,0,0,1296,1,0,2,0,2,1,1,6,1,0,1,2001.0,3,2,471,1,1,1,192,25,0,0,0,0,0,6,2009,1,1,220000
134,135,20,1,78.0,10335,1,2,1,1,1,1,10,1,1,1,2,5,6,1968,1993,1,1,8,5,2,0.0,2,1,2,2,1,1,4,570,1,0,891,1461,1,2,1,1,1721,0,0,1721,0,0,2,1,3,1,2,7,2,1,1,1968.0,1,2,440,1,1,1,0,96,180,0,0,0,0,7,2006,1,1,180000
135,136,20,1,80.0,10400,1,1,1,1,1,1,7,1,1,1,2,7,6,1970,1970,2,1,8,5,1,288.0,2,1,1,2,1,1,3,0,1,0,1304,1304,1,2,1,1,1682,0,0,1682,0,0,2,0,3,1,2,7,1,1,1,1970.0,2,2,530,1,1,1,98,0,0,0,0,0,0,5,2008,1,1,174000
136,137,20,1,1978.5061638868744,10355,1,2,1,1,3,1,12,1,1,1,2,5,5,1967,1967,1,1,2,2,1,196.0,2,1,2,2,1,1,5,695,1,0,519,1214,1,3,1,1,1214,0,0,1214,0,0,2,0,3,1,2,5,1,1,1,1967.0,1,1,318,1,1,1,0,111,0,0,0,0,0,7,2007,1,1,143000
137,138,90,1,82.0,11070,1,1,1,1,1,1,5,1,1,3,2,7,5,1988,1989,1,1,1,1,1,70.0,2,1,2,2,1,1,3,0,1,0,1907,1907,1,2,1,1,1959,0,0,1959,0,0,3,0,5,2,2,9,1,0,7,1989.0,2,3,766,1,1,1,0,0,0,0,0,0,0,7,2006,1,6,171000
138,139,60,1,73.0,9066,1,2,1,1,1,1,1,1,1,1,1,8,5,1999,2000,1,1,1,1,1,320.0,1,1,1,1,1,3,1,668,1,0,336,1004,1,1,1,1,1004,848,0,1852,0,0,2,1,3,1,1,7,1,2,1,1999.0,3,3,660,1,1,1,224,106,0,0,0,0,0,12,2008,1,1,230000
139,140,60,1,65.0,15426,1,2,1,1,1,1,1,1,1,1,1,6,5,1997,1997,1,1,1,1,2,0.0,2,1,1,1,1,1,1,821,1,0,107,928,1,1,1,1,928,836,0,1764,1,0,2,1,3,1,1,7,1,0,1,1997.0,1,2,470,1,1,1,276,99,0,0,0,0,0,8,2009,1,1,231500
140,141,20,1,70.0,10500,1,1,1,1,2,1,12,1,1,1,2,4,5,1971,1971,1,1,4,4,2,0.0,2,1,2,2,1,1,2,432,1,0,432,864,1,3,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,1,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2010,5,1,115000
141,142,20,1,78.0,11645,1,1,1,1,1,1,1,1,1,1,2,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,4,1,1300,1,0,434,1734,1,1,1,1,1734,0,0,1734,1,0,2,0,3,1,1,7,1,0,1,2005.0,3,2,660,1,1,1,160,24,0,0,0,0,0,1,2006,1,1,260000
142,143,50,1,71.0,8520,1,1,1,1,3,1,12,4,1,1,3,5,4,1952,1952,1,1,5,6,2,0.0,2,3,2,2,1,1,4,507,1,0,403,910,1,4,1,1,910,475,0,1385,0,0,2,0,4,1,2,6,1,0,2,2000.0,2,2,720,1,1,1,0,0,0,0,0,0,0,6,2010,1,1,166000
143,144,20,1,78.0,10335,1,2,1,1,1,1,1,1,1,1,2,7,5,1999,1999,1,1,1,1,1,183.0,1,1,1,1,1,2,1,679,1,0,811,1490,1,1,1,1,1501,0,0,1501,1,0,2,0,3,1,1,6,1,0,1,1999.0,1,2,577,1,1,1,144,29,0,0,0,0,0,6,2009,1,1,204000
144,145,90,2,70.0,9100,1,1,1,1,1,1,10,5,1,3,2,5,5,1963,1963,1,1,4,4,1,336.0,2,1,2,2,1,1,4,1332,1,0,396,1728,1,3,1,1,1728,0,0,1728,1,0,2,0,6,2,2,10,1,0,2,1963.0,2,2,504,1,1,1,0,0,0,0,0,0,0,11,2006,5,2,125000
145,146,160,2,24.0,2522,1,1,1,1,1,1,16,1,1,5,1,6,5,2004,2006,1,1,1,1,3,50.0,1,1,1,1,1,1,3,0,1,0,970,970,1,1,1,1,970,739,0,1709,0,0,2,0,3,1,1,7,3,0,2,2004.0,2,2,380,1,1,1,0,40,0,0,0,0,0,4,2006,1,1,130000
146,147,30,2,51.0,6120,1,1,1,1,3,1,9,1,1,1,2,5,7,1931,1993,1,1,3,6,2,0.0,2,1,3,2,1,1,5,209,1,0,506,715,1,3,1,3,875,0,0,875,1,0,1,0,2,1,2,5,1,0,2,1931.0,2,1,180,2,1,1,48,0,0,0,0,0,0,11,2009,1,1,105000
147,148,60,1,1978.5061638868744,9505,1,2,1,1,4,1,18,1,1,1,1,7,5,2001,2001,1,1,1,1,1,180.0,1,1,1,1,1,1,3,0,1,0,884,884,1,1,1,1,884,1151,0,2035,0,0,2,1,3,1,1,8,1,1,3,2001.0,3,2,434,1,1,1,144,48,0,0,0,0,0,5,2010,1,1,222500
148,149,20,1,63.0,7500,1,1,1,1,1,1,13,1,1,1,2,7,5,2004,2005,1,1,1,1,1,120.0,2,1,1,1,1,1,1,680,1,0,400,1080,1,1,1,1,1080,0,0,1080,1,0,1,0,3,1,1,6,1,0,5,1978.5061638868744,4,0,0,4,3,1,0,0,0,0,0,0,0,4,2008,1,1,141000
149,150,50,2,1978.5061638868744,6240,1,1,1,1,1,1,9,1,1,1,3,5,4,1936,1950,1,1,2,2,2,0.0,2,1,3,1,1,1,3,0,1,0,896,896,1,2,1,3,896,448,0,1344,0,0,1,0,3,1,2,7,1,0,2,1936.0,2,1,240,2,1,1,200,114,0,0,0,0,0,4,2006,1,1,115000
150,151,20,1,120.0,10356,1,1,1,1,3,1,1,1,1,1,2,5,6,1975,1975,1,1,4,4,2,0.0,2,1,2,2,1,4,5,716,1,0,253,969,1,3,1,1,969,0,0,969,0,0,1,1,3,1,2,5,1,0,1,1975.0,2,2,440,1,1,1,0,0,0,0,0,0,0,1,2007,1,1,122000
151,152,20,1,107.0,13891,1,1,1,1,1,1,11,1,1,1,2,8,5,2007,2008,2,1,1,1,3,436.0,1,1,1,3,1,2,1,1400,1,0,310,1710,1,1,1,1,1710,0,0,1710,1,0,2,0,2,1,1,6,1,1,1,2007.0,1,3,866,1,1,1,0,102,0,0,0,0,0,1,2008,2,3,372402
152,153,60,1,1978.5061638868744,14803,1,2,1,1,4,1,7,1,1,1,1,6,5,1971,1971,1,1,4,4,1,252.0,2,1,2,2,1,1,4,416,1,0,409,825,1,2,1,1,1097,896,0,1993,0,0,2,1,4,1,2,8,1,1,1,1971.0,1,2,495,1,1,1,0,66,0,0,0,0,0,6,2006,1,1,190000
153,154,20,1,1978.5061638868744,13500,1,1,1,1,1,1,20,1,1,1,2,6,7,1960,1975,5,1,5,5,2,0.0,2,1,2,1,1,2,5,429,4,1080,93,1602,1,2,1,1,1252,0,0,1252,1,0,1,0,1,1,2,4,1,1,1,1960.0,1,2,564,1,1,1,409,0,0,0,0,0,0,3,2008,1,1,235000
154,155,30,2,84.0,11340,1,1,1,1,3,1,8,1,1,1,2,6,5,1923,1950,1,1,3,6,2,0.0,2,1,3,2,1,1,3,0,1,0,1200,1200,1,3,1,3,1200,0,0,1200,0,0,1,0,4,1,2,7,1,0,2,1923.0,2,1,312,2,2,1,0,0,228,0,0,0,0,3,2006,1,6,125000
